3/29/2022 3:49:08 PM		Bảng khách hàng	Truy cập	
3/29/2022 3:49:11 PM		Bảng Hàng Hóa	Truy Cập	
3/29/2022 3:49:14 PM		Bảng CTHD	Truy Cập	
3/29/2022 3:49:18 PM		Bảng Hóa Đơn	Truy cập	
3/29/2022 3:50:12 PM	nv01		Đăng nhập	
3/29/2022 3:50:18 PM		Bảng Thay Đổi mật Khẩu	Truy cập	
3/29/2022 3:54:19 PM	nv02		Đăng nhập	
3/29/2022 3:54:27 PM		Bảng Thay Đổi mật Khẩu	Truy cập	
3/29/2022 3:58:15 PM	nv01		Đăng nhập	
3/29/2022 3:58:21 PM		Bảng Thay Đổi mật Khẩu	Truy cập	
3/29/2022 4:02:52 PM	nv01		Đăng nhập	
3/29/2022 4:03:01 PM		Bảng Thay Đổi mật Khẩu	Truy cập	
3/29/2022 4:06:28 PM	NV02		Đăng nhập	
3/29/2022 4:06:33 PM		Bảng Thay Đổi mật Khẩu	Truy cập	
3/29/2022 4:12:32 PM	nv01		Đăng nhập	
3/29/2022 4:12:37 PM		Bảng Thay Đổi mật Khẩu	Truy cập	
3/29/2022 4:12:50 PM	nv01	Bảng Thay Đổi mật Khẩu	Change Pass	
3/29/2022 8:02:18 PM	nv01		Đăng nhập	
3/29/2022 11:32:48 PM	nv01		Đăng nhập	
3/29/2022 11:32:55 PM		Bảng CTHD	Truy Cập	
3/29/2022 11:33:02 PM		Bảng CTHD	Xóa	
3/29/2022 11:35:19 PM		Bảng CTHD	Truy Cập	
3/29/2022 11:35:29 PM		Bảng CTHD	Truy Cập	
3/29/2022 11:38:09 PM	nv01		Đăng nhập	
3/29/2022 11:38:15 PM		Bảng CTHD	Truy Cập	
3/29/2022 11:38:26 PM		Bảng CTHD	Thêm	
3/29/2022 11:38:39 PM		Bảng CTHD	Xóa	
3/29/2022 11:42:26 PM	nv01		Đăng nhập	
3/29/2022 11:42:31 PM		Bảng CTHD	Truy Cập	
3/29/2022 11:42:38 PM		Bảng CTHD	Xóa	
3/29/2022 11:57:42 PM	nv01		Đăng nhập	
3/29/2022 11:57:46 PM		Bảng CTHD	Truy Cập	
3/29/2022 11:57:55 PM		Bảng CTHD	Thêm	
3/29/2022 11:58:50 PM	nv01		Đăng nhập	
3/29/2022 11:58:55 PM		Bảng CTHD	Truy Cập	
3/29/2022 11:58:59 PM		Bảng CTHD	Xóa	
3/30/2022 12:16:10 AM	nv01		Đăng nhập	
3/30/2022 12:16:15 AM		Bảng khách hàng	Truy cập	
3/30/2022 12:16:43 AM		Bảng khách hàng	Thêm	
3/30/2022 12:17:07 AM		Bảng khách hàng	Xóa	
3/30/2022 12:17:09 AM		Bảng khách hàng	Xóa	
3/30/2022 12:17:12 AM		Bảng khách hàng	Xóa	
3/30/2022 12:17:13 AM		Bảng khách hàng	Xóa	
3/30/2022 12:17:14 AM		Bảng khách hàng	Xóa	
3/30/2022 12:17:20 AM		Bảng khách hàng	Xóa	
3/30/2022 12:17:25 AM		Bảng khách hàng	Xóa	
3/31/2022 10:39:22 PM	nv02		Đăng nhập	
3/31/2022 10:39:28 PM		Bảng khách hàng	Truy cập	
3/31/2022 10:39:34 PM		Bảng khách hàng	Xóa	
3/31/2022 10:39:36 PM		Bảng khách hàng	Xóa	
3/31/2022 10:39:39 PM		Bảng khách hàng	Xóa	
3/31/2022 10:39:41 PM		Bảng khách hàng	Xóa	
3/31/2022 10:39:43 PM		Bảng khách hàng	Xóa	
3/31/2022 10:39:45 PM		Bảng khách hàng	Xóa	
3/31/2022 10:41:05 PM	nv01		Đăng nhập	
3/31/2022 10:41:12 PM		Bảng Hàng Hóa	Truy Cập	
3/31/2022 10:41:19 PM		Bảng Hàng Hóa	Xóa	
3/31/2022 10:41:23 PM		Bảng khách hàng	Truy cập	
3/31/2022 10:41:44 PM		Bảng khách hàng	Thêm	
3/31/2022 10:42:07 PM		Bảng khách hàng	Xóa	
3/31/2022 10:42:09 PM		Bảng khách hàng	Xóa	
3/31/2022 10:42:10 PM		Bảng khách hàng	Xóa	
3/31/2022 10:42:12 PM		Bảng khách hàng	Xóa	
4/1/2022 9:53:28 AM	nv01		Đăng nhập	
4/1/2022 9:54:27 AM		Bảng khách hàng	Truy cập	
4/1/2022 9:54:51 AM		Bảng khách hàng	Thêm	
4/1/2022 9:59:12 AM	nv01		Đăng nhập	
4/1/2022 9:59:17 AM		Bảng khách hàng	Truy cập	
4/1/2022 9:59:21 AM		Bảng khách hàng	Xóa	
4/1/2022 9:59:33 AM		Bảng khách hàng	Xóa	
4/1/2022 9:59:50 AM		Bảng khách hàng	Xóa	
4/1/2022 10:05:13 AM	nv01		Đăng nhập	
4/1/2022 10:05:19 AM		Bảng Nhân viên	Truy cập	
4/1/2022 10:05:28 AM		Bảng Nhân viên	Sửa	
4/1/2022 10:05:36 AM		Bảng khách hàng	Truy cập	
4/1/2022 10:05:39 AM		Bảng CTHD	Truy Cập	
4/1/2022 10:06:01 AM		Bảng CTHD	Truy Cập	
4/1/2022 10:06:04 AM		Bảng CTHD	In Hóa Đơn	
4/1/2022 10:06:29 AM		Bảng Hàng Hóa	Truy Cập	
4/1/2022 10:06:54 AM		Bảng Hàng Hóa	Sửa	
4/1/2022 10:07:00 AM		Bảng Hàng Hóa	Sửa	
4/1/2022 10:07:19 AM		Bảng Hàng Hóa	Sửa	
4/1/2022 10:07:38 AM		Bảng Hàng Hóa	Sửa	
4/1/2022 10:09:11 AM		Bảng Hàng Hóa	Truy Cập	
4/1/2022 10:09:49 AM		Bảng Hàng Hóa	Truy Cập	
4/1/2022 10:16:37 AM	nv01		Đăng nhập	
4/1/2022 10:16:43 AM		Bảng khách hàng	Truy cập	
4/1/2022 10:20:01 AM	nv01		Đăng nhập	
4/1/2022 10:20:05 AM		Bảng khách hàng	Truy cập	
4/1/2022 10:20:29 AM	nv01		Đăng nhập	
4/1/2022 10:20:33 AM		Bảng khách hàng	Truy cập	
4/1/2022 10:20:36 AM		Bảng khách hàng	Xóa	
4/1/2022 10:21:03 AM		Bảng khách hàng	Thêm	
4/1/2022 10:26:23 AM	nv01		Đăng nhập	
4/1/2022 10:26:27 AM		Bảng khách hàng	Truy cập	
4/1/2022 10:26:48 AM		Bảng khách hàng	Thêm	
4/1/2022 10:26:56 AM		Bảng khách hàng	Xóa	
4/1/2022 10:27:15 AM		Bảng khách hàng	Xóa	
4/1/2022 10:27:25 AM		Bảng khách hàng	Xóa	
4/1/2022 10:27:38 AM		Bảng khách hàng	Xóa	
4/1/2022 10:27:55 AM		Bảng khách hàng	Xóa	
4/1/2022 10:28:22 AM		Bảng khách hàng	Thêm	
4/1/2022 10:37:38 AM	NV01		Đăng nhập	
4/1/2022 10:37:43 AM		Bảng khách hàng	Truy cập	
4/1/2022 10:41:23 AM	nv01		Đăng nhập	
4/1/2022 10:41:29 AM		Bảng khách hàng	Truy cập	
4/1/2022 10:44:27 AM	nv01		Đăng nhập	
4/1/2022 10:44:32 AM		Bảng CTHD	Truy Cập	
4/1/2022 10:44:48 AM	nv01		Đăng nhập	
4/1/2022 10:44:53 AM		Bảng CTHD	Truy Cập	
4/1/2022 10:45:03 AM	nv01		Đăng nhập	
4/1/2022 10:45:08 AM		Bảng khách hàng	Truy cập	
4/1/2022 10:45:42 AM		Bảng Hóa Đơn	Truy cập	
4/1/2022 10:46:01 AM		Bảng khách hàng	Truy cập	
4/6/2022 9:59:10 PM	nv01		Đăng nhập	
4/6/2022 9:59:19 PM		Bảng khách hàng	Truy cập	
4/6/2022 10:03:47 PM		Bảng CTHD	Truy Cập	
4/6/2022 10:04:01 PM	nv01		Đăng nhập	
4/6/2022 10:04:12 PM		Bảng Hóa Đơn	Truy cập	
4/6/2022 10:04:39 PM		Bảng CTHD	Truy Cập	
4/6/2022 10:04:50 PM		Bảng khách hàng	Truy cập	
4/6/2022 10:06:09 PM	nv01		Đăng nhập	
4/6/2022 10:06:14 PM		Bảng khách hàng	Truy cập	
4/6/2022 10:06:25 PM		Bảng khách hàng	Sửa	
4/6/2022 11:35:11 PM	NV01		Đăng nhập	
4/6/2022 11:35:17 PM		Bảng khách hàng	Truy cập	
4/6/2022 11:35:28 PM		Bảng khách hàng	Sửa	
4/6/2022 11:35:44 PM		Bảng khách hàng	Sửa	
4/6/2022 11:36:52 PM	nv01		Đăng nhập	
4/6/2022 11:36:57 PM		Bảng khách hàng	Truy cập	
4/6/2022 11:37:37 PM		Bảng khách hàng	Thêm	
4/6/2022 11:37:54 PM		Bảng khách hàng	Sửa	
4/6/2022 11:39:28 PM	NV01		Đăng nhập	
4/6/2022 11:39:32 PM		Bảng khách hàng	Truy cập	
4/6/2022 11:39:38 PM		Bảng khách hàng	Sửa	
4/6/2022 11:42:46 PM	nv01		Đăng nhập	
4/6/2022 11:42:51 PM		Bảng khách hàng	Truy cập	
4/6/2022 11:42:59 PM		Bảng khách hàng	Xóa	
4/6/2022 11:43:08 PM		Bảng khách hàng	Xóa	
4/6/2022 11:43:22 PM		Bảng khách hàng	Sửa	
4/6/2022 11:46:23 PM	nv01		Đăng nhập	
4/6/2022 11:46:39 PM		Bảng khách hàng	Truy cập	
4/6/2022 11:46:44 PM		Bảng khách hàng	Sửa	
4/6/2022 11:46:56 PM		Bảng khách hàng	Xóa	
4/6/2022 11:47:00 PM		Bảng khách hàng	Xóa	
4/6/2022 11:52:08 PM	nv01		Đăng nhập	
4/6/2022 11:52:13 PM		Bảng khách hàng	Truy cập	
4/6/2022 11:52:22 PM		Bảng khách hàng	Sửa	
4/6/2022 11:53:16 PM	nv01		Đăng nhập	
4/6/2022 11:53:20 PM		Bảng khách hàng	Truy cập	
4/6/2022 11:53:43 PM		Bảng khách hàng	Sửa	
4/7/2022 12:00:05 AM	nv01		Đăng nhập	
4/7/2022 12:00:10 AM		Bảng khách hàng	Truy cập	
4/7/2022 12:00:25 AM		Bảng khách hàng	Sửa	
4/7/2022 12:01:54 AM	nv01		Đăng nhập	
4/7/2022 12:01:59 AM		Bảng khách hàng	Truy cập	
4/7/2022 12:02:04 AM		Bảng khách hàng	Sửa	
4/7/2022 12:02:58 AM	nv01		Đăng nhập	
4/7/2022 12:03:02 AM		Bảng khách hàng	Truy cập	
4/7/2022 12:03:13 AM		Bảng khách hàng	Sửa	
4/7/2022 12:04:59 AM		Bảng khách hàng	Sửa	
4/7/2022 12:07:35 AM	nv01		Đăng nhập	
4/7/2022 12:07:40 AM		Bảng khách hàng	Truy cập	
4/7/2022 12:07:48 AM		Bảng khách hàng	Sửa	
4/7/2022 12:08:06 AM	nv01		Đăng nhập	
4/7/2022 12:08:10 AM		Bảng khách hàng	Truy cập	
4/7/2022 12:08:16 AM		Bảng khách hàng	Sửa	
4/7/2022 12:14:12 AM	nv01		Đăng nhập	
4/7/2022 12:14:16 AM		Bảng khách hàng	Truy cập	
4/7/2022 12:14:24 AM		Bảng khách hàng	Sửa	
4/7/2022 12:18:24 AM	nv01		Đăng nhập	
4/7/2022 12:18:30 AM		Bảng khách hàng	Truy cập	
4/7/2022 12:18:39 AM		Bảng khách hàng	Sửa	
4/7/2022 12:28:12 AM	nv01		Đăng nhập	
4/7/2022 12:28:17 AM		Bảng khách hàng	Truy cập	
4/7/2022 12:28:30 AM		Bảng khách hàng	Sửa	
4/7/2022 9:19:41 AM	nv01		Đăng nhập	
4/7/2022 9:19:50 AM		Bảng khách hàng	Truy cập	
4/7/2022 9:19:58 AM		Bảng khách hàng	Sửa	
4/7/2022 9:20:11 AM		Bảng khách hàng	Sửa	
4/7/2022 9:20:30 AM		Bảng khách hàng	Thêm	
4/7/2022 9:20:37 AM		Bảng khách hàng	Thêm	
4/7/2022 9:20:53 AM		Bảng khách hàng	Xóa	
4/11/2022 2:05:57 PM	nv01		Đăng nhập	
4/11/2022 2:06:03 PM		Bảng khách hàng	Truy cập	
4/11/2022 2:06:19 PM		Bảng khách hàng	Sửa	
4/11/2022 2:09:10 PM	nv01		Đăng nhập	
4/11/2022 2:09:15 PM		Bảng khách hàng	Truy cập	
4/11/2022 2:10:59 PM	nv01		Đăng nhập	
4/11/2022 2:11:14 PM		Bảng khách hàng	Truy cập	
4/11/2022 2:15:16 PM	nv01		Đăng nhập	
4/11/2022 2:15:21 PM		Bảng khách hàng	Truy cập	
4/11/2022 2:18:16 PM	nv01		Đăng nhập	
4/11/2022 2:18:21 PM		Bảng khách hàng	Truy cập	
4/11/2022 2:40:12 PM	nv01		Đăng nhập	
4/11/2022 2:40:16 PM		Bảng khách hàng	Truy cập	
4/11/2022 3:39:57 PM	nv01		Đăng nhập	
4/11/2022 3:40:03 PM		Bảng khách hàng	Truy cập	
4/11/2022 3:56:16 PM	nv01		Đăng nhập	
4/11/2022 3:56:20 PM		Bảng khách hàng	Truy cập	
4/11/2022 4:07:05 PM	nv01		Đăng nhập	
4/11/2022 4:07:11 PM		Bảng khách hàng	Truy cập	
4/11/2022 11:01:17 PM	nv01		Đăng nhập	
4/11/2022 11:01:21 PM		Bảng khách hàng	Truy cập	
4/11/2022 11:02:01 PM	nv01		Đăng nhập	
4/11/2022 11:02:06 PM		Bảng khách hàng	Truy cập	
4/11/2022 11:03:04 PM	nv01		Đăng nhập	
4/11/2022 11:03:09 PM		Bảng khách hàng	Truy cập	
4/11/2022 11:04:11 PM	nv01		Đăng nhập	
4/11/2022 11:04:16 PM		Bảng khách hàng	Truy cập	
4/11/2022 11:06:26 PM	nv01		Đăng nhập	
4/11/2022 11:06:31 PM		Bảng khách hàng	Truy cập	
4/11/2022 11:10:34 PM	nv01		Đăng nhập	
4/11/2022 11:10:39 PM		Bảng khách hàng	Truy cập	
4/11/2022 11:15:29 PM	NV01		Đăng nhập	
4/11/2022 11:15:33 PM		Bảng khách hàng	Truy cập	
4/11/2022 11:17:16 PM		Bảng khách hàng	Truy cập	
4/11/2022 11:17:56 PM		Bảng khách hàng	Truy cập	
4/11/2022 11:18:56 PM	nv01		Đăng nhập	
4/11/2022 11:19:01 PM		Bảng khách hàng	Truy cập	
4/11/2022 11:19:27 PM		Bảng khách hàng	Truy cập	
4/11/2022 11:20:59 PM	nv01		Đăng nhập	
4/11/2022 11:21:03 PM		Bảng khách hàng	Truy cập	
4/11/2022 11:21:18 PM		Bảng khách hàng	Truy cập	
4/12/2022 8:28:04 AM	nv01		Đăng nhập	
4/12/2022 8:28:09 AM		Bảng khách hàng	Truy cập	
4/12/2022 8:28:47 AM	nv01		Đăng nhập	
4/12/2022 8:28:51 AM		Bảng khách hàng	Truy cập	
4/12/2022 8:29:19 AM	nv01		Đăng nhập	
4/12/2022 8:29:24 AM		Bảng khách hàng	Truy cập	
4/12/2022 8:29:58 AM	nv01		Đăng nhập	
4/12/2022 8:30:02 AM		Bảng khách hàng	Truy cập	
4/12/2022 8:30:58 AM		Bảng khách hàng	Truy cập	
4/12/2022 8:31:19 AM	nv01		Đăng nhập	
4/12/2022 8:31:23 AM		Bảng khách hàng	Truy cập	
4/12/2022 8:32:25 AM		Bảng khách hàng	Sửa	
4/12/2022 8:32:34 AM		Bảng khách hàng	Truy cập	
4/12/2022 8:32:52 AM		Bảng khách hàng	Truy cập	
4/12/2022 8:33:09 AM		Bảng khách hàng	Sửa	
4/12/2022 8:41:42 AM	nv01		Đăng nhập	
4/12/2022 8:41:47 AM		Bảng khách hàng	Truy cập	
4/12/2022 8:41:58 AM		Bảng khách hàng	Truy cập	
4/12/2022 8:43:24 AM	nv01		Đăng nhập	
4/12/2022 8:43:27 AM		Bảng khách hàng	Truy cập	
4/12/2022 8:43:39 AM		Bảng khách hàng	Truy cập	
4/12/2022 8:44:53 AM	nv01		Đăng nhập	
4/12/2022 8:44:57 AM		Bảng khách hàng	Truy cập	
4/12/2022 8:45:08 AM		Bảng khách hàng	Truy cập	
4/12/2022 8:46:59 AM	nv01		Đăng nhập	
4/12/2022 8:47:03 AM		Bảng khách hàng	Truy cập	
4/12/2022 8:48:27 AM	nv01		Đăng nhập	
4/12/2022 8:48:31 AM		Bảng khách hàng	Truy cập	
4/12/2022 8:52:50 AM	nv01		Đăng nhập	
4/12/2022 8:52:54 AM		Bảng khách hàng	Truy cập	
4/12/2022 8:53:11 AM	nv01		Đăng nhập	
4/12/2022 8:53:16 AM		Bảng khách hàng	Truy cập	
4/12/2022 8:54:48 AM	nv01		Đăng nhập	
4/12/2022 8:54:52 AM		Bảng khách hàng	Truy cập	
4/12/2022 9:14:10 AM	nv01		Đăng nhập	
4/12/2022 9:14:14 AM		Bảng khách hàng	Truy cập	
4/12/2022 9:14:17 AM		Bảng khách hàng	Xóa	
4/12/2022 9:14:22 AM		Bảng khách hàng	Xóa	
4/12/2022 9:14:29 AM		Bảng khách hàng	Xóa	
4/12/2022 9:14:37 AM		Bảng khách hàng	Xóa	
4/12/2022 9:15:10 AM	nv01		Đăng nhập	
4/12/2022 9:15:15 AM		Bảng khách hàng	Truy cập	
4/12/2022 9:15:30 AM		Bảng khách hàng	Xóa	
4/12/2022 9:15:35 AM		Bảng khách hàng	Xóa	
4/12/2022 9:15:42 AM		Bảng khách hàng	Xóa	
4/12/2022 9:15:51 AM		Bảng khách hàng	Xóa	
4/12/2022 9:16:13 AM	nv01		Đăng nhập	
4/12/2022 9:16:17 AM		Bảng khách hàng	Truy cập	
4/12/2022 9:16:28 AM		Bảng khách hàng	Xóa	
4/12/2022 9:16:32 AM		Bảng khách hàng	Xóa	
4/12/2022 9:16:45 AM		Bảng khách hàng	Xóa	
4/12/2022 9:16:48 AM		Bảng khách hàng	Xóa	
4/12/2022 9:17:32 AM	nv01		Đăng nhập	
4/12/2022 9:17:36 AM		Bảng khách hàng	Truy cập	
4/12/2022 9:17:47 AM		Bảng khách hàng	Xóa	
4/12/2022 9:17:53 AM		Bảng khách hàng	Xóa	
4/12/2022 9:18:09 AM		Bảng khách hàng	Xóa	
4/12/2022 9:18:24 AM		Bảng khách hàng	Xóa	
4/12/2022 9:18:26 AM		Bảng khách hàng	Xóa	
4/12/2022 9:18:52 AM	nv01		Đăng nhập	
4/12/2022 9:18:55 AM		Bảng khách hàng	Truy cập	
4/12/2022 9:19:07 AM		Bảng khách hàng	Xóa	
4/12/2022 9:19:15 AM		Bảng khách hàng	Xóa	
4/12/2022 9:19:17 AM		Bảng khách hàng	Xóa	
4/12/2022 9:19:19 AM		Bảng khách hàng	Xóa	
4/12/2022 9:19:24 AM		Bảng khách hàng	Xóa	
4/12/2022 9:19:31 AM		Bảng khách hàng	Xóa	
4/12/2022 9:19:33 AM		Bảng khách hàng	Xóa	
4/12/2022 9:20:10 AM	nv01		Đăng nhập	
4/12/2022 9:20:14 AM		Bảng khách hàng	Truy cập	
4/12/2022 9:20:22 AM		Bảng khách hàng	Xóa	
4/12/2022 9:20:25 AM		Bảng khách hàng	Xóa	
4/12/2022 9:20:32 AM		Bảng khách hàng	Xóa	
4/12/2022 9:59:49 AM	nv01		Đăng nhập	
4/12/2022 9:59:53 AM		Bảng khách hàng	Truy cập	
4/12/2022 10:00:17 AM		Bảng khách hàng	Xóa	
4/12/2022 10:00:25 AM		Bảng khách hàng	Xóa	
4/12/2022 10:00:31 AM		Bảng khách hàng	Truy cập	
4/12/2022 10:02:15 AM	nv01		Đăng nhập	
4/12/2022 10:02:19 AM		Bảng khách hàng	Truy cập	
4/12/2022 10:02:32 AM	nv01		Đăng nhập	
4/12/2022 10:02:36 AM		Bảng khách hàng	Truy cập	
4/12/2022 10:02:45 AM		Bảng khách hàng	Xóa	
4/12/2022 10:02:49 AM		Bảng khách hàng	Xóa	
4/12/2022 10:03:00 AM		Bảng khách hàng	Xóa	
4/12/2022 10:03:33 AM	nv01		Đăng nhập	
4/12/2022 10:03:37 AM		Bảng khách hàng	Truy cập	
4/12/2022 11:05:59 AM	nv01		Đăng nhập	
4/12/2022 11:06:05 AM		Bảng khách hàng	Truy cập	
4/12/2022 11:06:43 AM	nv01		Đăng nhập	
4/12/2022 11:06:48 AM		Bảng khách hàng	Truy cập	
4/12/2022 11:11:35 AM	nv01		Đăng nhập	
4/12/2022 11:11:41 AM		Bảng khách hàng	Truy cập	
4/12/2022 11:11:49 AM		Bảng khách hàng	Sửa	
4/12/2022 11:12:17 AM		Bảng khách hàng	Sửa	
4/12/2022 11:14:49 AM	nv01		Đăng nhập	
4/12/2022 11:14:55 AM		Bảng khách hàng	Truy cập	
4/12/2022 11:15:06 AM		Bảng khách hàng	Sửa	
4/12/2022 11:15:13 AM		Bảng khách hàng	Xóa	
4/12/2022 11:15:17 AM		Bảng khách hàng	Xóa	
4/12/2022 11:15:26 AM		Bảng khách hàng	Sửa	
4/12/2022 11:15:55 AM		Bảng khách hàng	Thêm	
4/12/2022 11:16:05 AM		Bảng khách hàng	Sửa	
4/12/2022 11:18:28 AM	nv01		Đăng nhập	
4/12/2022 11:18:34 AM		Bảng khách hàng	Truy cập	
4/12/2022 11:18:49 AM		Bảng khách hàng	Sửa	
4/12/2022 11:18:57 AM		Bảng Hàng Hóa	Truy Cập	
4/12/2022 11:19:20 AM		Bảng Hàng Hóa	Sửa	
4/12/2022 11:19:29 AM		Bảng Hàng Hóa	Sửa	
4/12/2022 11:22:49 AM	nv01		Đăng nhập	
4/12/2022 11:22:52 AM		Bảng khách hàng	Truy cập	
4/12/2022 11:22:55 AM		Bảng Hàng Hóa	Truy Cập	
4/12/2022 11:26:59 AM	nv01		Đăng nhập	
4/12/2022 11:27:40 AM		Bảng khách hàng	Truy cập	
4/12/2022 11:27:42 AM		Bảng CTHD	Truy Cập	
4/12/2022 11:27:46 AM		Bảng Hàng Hóa	Truy Cập	
4/12/2022 11:27:52 AM		Bảng Nhân viên	Truy cập	
4/12/2022 11:28:19 AM		Bảng Hàng Hóa	Truy Cập	
4/12/2022 11:45:58 AM	nv01		Đăng nhập	
4/12/2022 11:46:02 AM		Bảng khách hàng	Truy cập	
4/12/2022 11:46:32 AM		Bảng khách hàng	Thêm	
4/12/2022 12:00:21 PM	nv01		Đăng nhập	
4/12/2022 12:01:22 PM	nv01		Đăng nhập	
4/12/2022 12:03:00 PM	nv01		Đăng nhập	
4/12/2022 12:03:03 PM		Bảng khách hàng	Truy cập	
4/12/2022 12:04:04 PM	nv01		Đăng nhập	
4/12/2022 12:05:21 PM	nv01		Đăng nhập	
4/12/2022 12:05:29 PM		Bảng Hóa Đơn	Truy cập	
4/12/2022 12:05:57 PM		Bảng CTHD	Truy Cập	
4/12/2022 12:06:17 PM		Bảng CTHD	Thêm	
4/12/2022 12:06:25 PM		Bảng Hóa Đơn	Truy cập	
4/12/2022 12:08:36 PM	nv01		Đăng nhập	
4/12/2022 12:09:56 PM	nv01		Đăng nhập	
4/14/2022 3:40:47 PM	nv01		Đăng nhập	
4/14/2022 3:41:38 PM	nv01		Đăng nhập	
4/14/2022 3:42:14 PM	nv01		Đăng nhập	
4/14/2022 3:53:18 PM	nv01		Đăng nhập	
4/14/2022 3:54:04 PM	nv01		Đăng nhập	
